Date,Order #,Invoice,PO #,Category,Model #,Description,Qty,Ext. Price,Ordered By,Month,Quarter,Warehouse,Category_top
2025-12-20,45077845,202133965,WHS600JOSE',Packing List Envelopes,S-209,"""Invoice Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",4,116.0,JOSE,2025-12-01,2025Q4,Orlando,Packing List Envelopes
2025-12-20,45077845,202133965,WHS600JOSE',Janitorial Supplies,S-12889,"Oil Only Sorbent Pads - 15 x 19"", Light 100/carton",2,100.0,JOSE,2025-12-01,2025Q4,Orlando,Janitorial Supplies
2025-12-20,45077845,202133965,WHS600JOSE',"Boxes, Corrugated",S-4172,"17 x 17 x 17"" Corrugated Boxes 25/bundle",50,192.5,JOSE,2025-12-01,2025Q4,Orlando,"Boxes, Corrugated"
2025-12-20,45077845,202133965,WHS600JOSE',"Boxes, Corrugated",S-4366,"30 x 30 x 30"" Corrugated Boxes 5/bundle",20,223.2,JOSE,2025-12-01,2025Q4,Orlando,"Boxes, Corrugated"
2025-12-20,45077845,202133965,WHS600JOSE',"Boxes, Corrugated",S-18368,"26 x 16 x 16"" Corrugated Boxes 15/bundle",60,286.8,JOSE,2025-12-01,2025Q4,Orlando,"Boxes, Corrugated"
2025-12-20,45077845,202133965,WHS600JOSE',Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,8,152.0,JOSE,2025-12-01,2025Q4,Orlando,Janitorial Supplies
2025-12-20,45077845,202133965,WHS600JOSE',Janitorial Supplies,S-14775,"Foam Cups - 10 oz 1,000/case",1,97.0,JOSE,2025-12-01,2025Q4,Orlando,Janitorial Supplies
2025-12-20,45077845,202133965,WHS600JOSE',Free Offers,H-10898,Air Fryer,1,0.0,JOSE,2025-12-01,2025Q4,Orlando,Other
2025-12-19,45043816,202093655,GERALD,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",1,38.0,GERALD,2025-12-01,2025Q4,Phoenix,Janitorial Supplies
2025-12-19,45043816,202093655,GERALD,Warehouse Equipment / Supplies,H-595B,Single Edge Razor Blades 100/box,1,9.95,GERALD,2025-12-01,2025Q4,Phoenix,Warehouse Equipment / Supplies
2025-12-19,45043816,202093655,GERALD,"Boxes, Corrugated",S-4084,"8 x 8 x 8"" Corrugated Boxes 25/bundle",100,66.0,GERALD,2025-12-01,2025Q4,Phoenix,"Boxes, Corrugated"
2025-12-19,45043816,202093655,GERALD,Packing List Envelopes,S-3473,"Side Loading Packing List Envelopes - Clear, 6 x 9"" 1,000/carton",4,408.0,GERALD,2025-12-01,2025Q4,Phoenix,Packing List Envelopes
2025-12-19,45043816,202093655,GERALD,"Boxes, Corrugated",S-4105,"10 x 10 x 10"" Corrugated Boxes 25/bundle",50,42.0,GERALD,2025-12-01,2025Q4,Phoenix,"Boxes, Corrugated"
2025-12-19,45043816,202093655,GERALD,Janitorial Supplies,S-22311,"Pacific Blue Ultra&trade; BigFold Z&reg; Multi-Fold Towels 2,200   sheets/case",1,87.0,GERALD,2025-12-01,2025Q4,Phoenix,Janitorial Supplies
2025-12-19,45043816,202093655,GERALD,"Boxes, Corrugated",S-4125,"12 x 12 x 12"" Corrugated Boxes 25/bundle",25,27.25,GERALD,2025-12-01,2025Q4,Phoenix,"Boxes, Corrugated"
2025-12-19,45043816,202093655,GERALD,Food Service and Packaging,S-24892,Folgers&reg; Regular Classic Roast Coffee,1,24.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-19,45043816,202093655,GERALD,Bubble Cushioning,S-8278P,"Economy Bubble Roll - 16"" x 375', 5/16"", Perforated 3 rolls/bundle",3,153.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-19,45043816,202093655,GERALD,Facilities Maintenance,S-23454,"Nylon Natural Cable Ties - 10"", 18 lb 1,000/pack",1,34.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-19,45043816,202093655,GERALD,Free Offers,S-25532,Classic Holiday Nuts Collection,1,0.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-18,44826380,202033438,GILBERT,Mats,H-714BL,"Anti-Fatigue Mat - 3/8"" thick, 3 x 15', Black",1,137.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Other
2025-12-18,44826380,202033438,GILBERT,Tape,S-24473,"Barricade Tape - 3"" x 1,000', ""Caution/Attention"" 8 rolls/case",2,38.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Tape
2025-12-18,44826380,202033438,GILBERT,Labels,S-17003,"Fluorescent Shipping Labels - ""Next Day Air"", 2 x 3"" 500/roll",2,30.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Other
2025-12-18,44826380,202033438,GILBERT,Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",36,72.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Tape
2025-12-18,44826380,202033438,GILBERT,Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Tape
2025-12-18,44826380,202033438,GILBERT,Bubble Cushioning,S-3930P,"Economy Bubble Roll - 12"" x 250', 1/2"", Perforated 4 rolls/bundle",4,96.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Other
2025-12-18,44826380,202033438,GILBERT,Strapping,H-573,Uline Deluxe Strapping Tensioner,1,160.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Strapping
2025-12-18,44826380,202033438,GILBERT,Free Offers,S-25077DAL-L,"NFL Henley - Dallas Cowboys, Large",1,0.0,GILBERT,2025-12-01,2025Q4,Oklahoma City,Other
2025-12-17,44774823,201977702,JONATHAN,Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",36,72.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Tape
2025-12-17,44774823,201977702,JONATHAN,Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Tape
2025-12-17,44774823,201977702,JONATHAN,Janitorial Supplies,S-17293,"Universal Sorbent Pads - 15 x 19"", Light 200/carton",6,612.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Janitorial Supplies
2025-12-17,44774823,201977702,JONATHAN,Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,8,152.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Janitorial Supplies
2025-12-17,44774823,201977702,JONATHAN,Bubble Cushioning,S-3930P,"Economy Bubble Roll - 12"" x 250', 1/2"", Perforated 4 rolls/bundle",4,96.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-17,44774823,201977702,JONATHAN,Stretch Wrap,S-5294,"Uline Stretch Wrap - Blown, 60 gauge, 18"" x 2,000' 4 rolls/case",4,80.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Stretch Wrap
2025-12-17,44774823,201977702,JONATHAN,"Boxes, Corrugated",S-4040,"4 x 4 x 4"" Corrugated Boxes 25/bundle",250,80.0,JONATHAN,2025-12-01,2025Q4,Atlanta,"Boxes, Corrugated"
2025-12-17,44774823,201977702,JONATHAN,"Boxes, Corrugated",S-4418,"36 x 12 x 12"" Long Corrugated Boxes 15/bundle",15,40.95,JONATHAN,2025-12-01,2025Q4,Atlanta,"Boxes, Corrugated"
2025-12-17,44774823,201977702,JONATHAN,"Boxes, Corrugated",S-4335,"12 x 9 x 9"" Corrugated Boxes 25/bundle",100,99.0,JONATHAN,2025-12-01,2025Q4,Atlanta,"Boxes, Corrugated"
2025-12-17,44774823,201977702,JONATHAN,Tape,S-313,Uline Fast Tack Spray Adhesive - 11.5 oz,6,64.5,JONATHAN,2025-12-01,2025Q4,Atlanta,Tape
2025-12-17,44774823,201977702,JONATHAN,Gloves,S-16882BL-X,"Uline Gription&reg; Flex Latex Coated Gloves - Black, XL 12   pairs/carton",1,27.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-17,44774823,201977702,JONATHAN,Gloves,S-16882BL-L,"Uline Gription&reg; Flex Latex Coated Gloves - Black, Large 12   pairs/carton",1,27.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-17,44774823,201977702,JONATHAN,Food Service and Packaging,S-20092,Coffee-Mate&reg; French Vanilla Creamer,3,22.5,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-17,44774823,201977702,JONATHAN,Food Service and Packaging,S-7298,"Plastic Coffee Stirrers - 5” 1,000/box",1,4.3,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-17,44774823,201977702,JONATHAN,Food Service and Packaging,S-26249,Bigelow&reg; Tea - Green 28/box,1,42.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-17,44774823,201977702,JONATHAN,Free Offers,S-25692DAL-X,"Ladies' NFL Crewneck - Dallas Cowboys, XL",1,0.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-16,44586736,201906707,JANET12162025,Strapping,S-828,"Steel Strapping Seals - Open, 3/4"" 1,000/carton",1,32.0,JANET,2025-12-01,2025Q4,Charlotte,Strapping
2025-12-16,44586736,201906707,JANET12162025,Strapping,S-826,"Steel Strapping - Standard Grade, 3/4"" x .020"" x 2,058'",2,464.0,JANET,2025-12-01,2025Q4,Charlotte,Strapping
2025-12-16,44586736,201906707,JANET12162025,Free Offers,S-26130,Blackstone Seasoning Set,1,0.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-16,44576626,201905024,JANET12162025,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",1,38.0,JANET,2025-12-01,2025Q4,Charlotte,Janitorial Supplies
2025-12-16,44576626,201905024,JANET12162025,Markers / Stencils,S-22748BL,"Uline Comfort Grip Ballpoint Pen - Medium Tip, Black",12,12.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-16,44576626,201905024,JANET12162025,Tape,S-313,Uline Fast Tack Spray Adhesive - 11.5 oz,24,210.0,JANET,2025-12-01,2025Q4,Charlotte,Tape
2025-12-16,44576626,201905024,JANET12162025,Facilities Maintenance,H-505,Spray Can Holder/Gun,1,0.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-16,44576626,201905024,JANET12162025,Tape,S-445,"Uline Industrial Tape - 2 Mil, 3"" x 110 yds, Clear 24 rolls/case",48,151.2,JANET,2025-12-01,2025Q4,Charlotte,Tape
2025-12-16,44576626,201905024,JANET12162025,Tape,H-596,"Uline Industrial Side Loader Tape Dispenser - 3""",1,0.0,JANET,2025-12-01,2025Q4,Charlotte,Tape
2025-12-16,44576626,201905024,JANET12162025,Janitorial Supplies,S-7247,"Universal Sorbent Pads - 15 x 19"", Heavy 100/carton",1,82.0,JANET,2025-12-01,2025Q4,Charlotte,Janitorial Supplies
2025-12-16,44576626,201905024,JANET12162025,"Cushioning, Peanuts and Foam",S-3575,"30 lb Kraft Paper Roll - 24"" x 1,200'",2,68.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-16,44576626,201905024,JANET12162025,Strapping,S-821,"Uline Poly Strapping - 1/2"" x .024"" x 7,200', Black",1,79.0,JANET,2025-12-01,2025Q4,Charlotte,Strapping
2025-12-16,44576626,201905024,JANET12162025,Bubble Cushioning,S-6683P,"Economy Bubble Roll - 12"" x 375', 5/16"", Perforated 4 rolls/bundle",4,156.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-16,44576626,201905024,JANET12162025,Warehouse Equipment / Supplies,H-5780,Infrared Heater - Indoor,1,310.0,JANET,2025-12-01,2025Q4,Charlotte,Warehouse Equipment / Supplies
2025-12-16,44576626,201905024,JANET12162025,Free Offers,H-6688R,Kyocera Ceramic Knives - Red 3/set,1,0.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-16,44576626,202516687,JANET12162025,Warehouse Equipment / Supplies,H-5780,Infrared Heater - Indoor,1,310.0,JANET,2025-12-01,2025Q4,Charlotte,Warehouse Equipment / Supplies
2025-12-16,43897718,201882018,JANET,Janitorial Supplies,S-14775,"Foam Cups - 10 oz 1,000/case",1,97.0,JANET,2025-12-01,2025Q4,Charlotte,Janitorial Supplies
2025-12-08,43399029,201501513,ONT12825ST,"Boxes, Corrugated",S-23949,"7 x 7 x 48"" Tall Corrugated Boxes 25/bundle",100,351.0,SUSAN,2025-12-01,2025Q4,Ontario,"Boxes, Corrugated"
2025-12-08,43399029,201501513,ONT12825ST,"Boxes, Corrugated",S-4219,"24 x 18 x 12"" Corrugated Boxes 10/bundle",120,343.2,SUSAN,2025-12-01,2025Q4,Ontario,"Boxes, Corrugated"
2025-12-08,43399029,201501513,ONT12825ST,"Boxes, Corrugated",S-13318,"20 x 20 x 16"" 275 lb Double Wall Corrugated Boxes 10/bundle",250,1785.0,SUSAN,2025-12-01,2025Q4,Ontario,"Boxes, Corrugated"
2025-12-08,43399029,201501513,ONT12825ST,"Boxes, Corrugated",S-13296,"13 x 10 x 6"" Corrugated Boxes 25/bundle",100,131.0,SUSAN,2025-12-01,2025Q4,Ontario,"Boxes, Corrugated"
2025-12-08,43399029,201501513,ONT12825ST,Envelopes and Mailers,S-22393,"Uline Economy White Poly Bubble Mailers #1 - 7 1/4 x 12"" 100/case",1,29.0,SUSAN,2025-12-01,2025Q4,Ontario,Other
2025-12-08,43399029,201501513,ONT12825ST,Envelopes and Mailers,S-5150,"Uline Self-Seal White Bubble Mailers #5 - 10 1/2 x 16"" 100/case",2,108.0,SUSAN,2025-12-01,2025Q4,Ontario,Other
2025-12-08,43399029,201501513,ONT12825ST,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",2,76.0,SUSAN,2025-12-01,2025Q4,Ontario,Janitorial Supplies
2025-12-08,43399029,201501513,ONT12825ST,Janitorial Supplies,S-13727,"Uline Deluxe Paper Roll Towels - 8"" x 800' 6/case",1,60.0,SUSAN,2025-12-01,2025Q4,Ontario,Janitorial Supplies
2025-12-08,43399029,201501513,ONT12825ST,Facilities Maintenance,S-21324W,"Drawstring Trash Liners - 1 Mil, 23-30 Gallon, White 200/carton",1,58.0,SUSAN,2025-12-01,2025Q4,Ontario,Other
2025-12-08,43399029,201501513,ONT12825ST,Janitorial Supplies,S-17297,"Oil Only Sorbent Pads - 15 x 19"", Medium 100/carton",2,130.0,SUSAN,2025-12-01,2025Q4,Ontario,Janitorial Supplies
2025-12-08,43399029,201501513,ONT12825ST,Janitorial Supplies,S-7131,Uline Toilet Tissue 96 rolls/case,1,77.0,SUSAN,2025-12-01,2025Q4,Ontario,Janitorial Supplies
2025-12-08,43399029,201501513,ONT12825ST,"Boxes, Corrugated",S-4542,"20 x 14 x 6"" Corrugated Boxes 25/bundle",200,330.0,SUSAN,2025-12-01,2025Q4,Ontario,"Boxes, Corrugated"
2025-12-08,43399029,201501513,ONT12825ST,Envelopes and Mailers,S-7805,"Self-Seal Envelopes - Kraft, 9 x 12"" 100/case",2,42.0,SUSAN,2025-12-01,2025Q4,Ontario,Other
2025-12-08,43399029,201501513,ONT12825ST,Free Offers,H-10882,Job Site Light,1,0.0,SUSAN,2025-12-01,2025Q4,Ontario,Other
2025-12-08,43387448,201498656,DELL,Barcode Labels and Printers,S-6802,"Desktop Direct Thermal Labels - 4 x 6"" 250/roll",36,360.0,DELL,2025-12-01,2025Q4,Flowood,Barcode Labels and Printers
2025-12-08,43387448,201498656,DELL,Barcode Labels and Printers,S-6264,"Industrial Direct Thermal Labels - 4 x 6"" 1,000/roll",8,264.0,DELL,2025-12-01,2025Q4,Flowood,Barcode Labels and Printers
2025-12-08,43387448,201498656,DELL,Food Service and Packaging,S-22358,Uline Premium Blend Coffee - Medium Dark Roast 12/box,4,48.0,DELL,2025-12-01,2025Q4,Flowood,Other
2025-12-08,43387448,201498656,DELL,Free Offers,S-22047,Uline Ceramic Travel Mug,1,0.0,DELL,2025-12-01,2025Q4,Flowood,Other
2025-12-08,43387448,201498656,DELL,Janitorial Supplies,S-24850W,"Uline Ripple Cups - 10 oz, White 500/case",1,78.0,DELL,2025-12-01,2025Q4,Flowood,Janitorial Supplies
2025-12-08,43387448,201498656,DELL,Stretch Wrap,S-8145,"Uline Machine Length Stretch Film - Blown, 70 gauge, 20'' x 6,000'",16,1456.0,DELL,2025-12-01,2025Q4,Flowood,Stretch Wrap
2025-12-04,43209489,201377778,JANET,Material Handling,H-1366,"Uline Pallet Truck - Short/Narrow Fork, 36 x 21""",1,445.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-04,43209489,201377778,JANET,Free Offers,S-20298NEP,NFL Knit Hat - New England Patriots,1,0.0,JANET,2025-12-01,2025Q4,Charlotte,Other
2025-12-03,44273504,201360065,GERALD,"Boxes, Corrugated",S-4084,"8 x 8 x 8"" Corrugated Boxes 25/bundle",100,66.0,GERALD,2025-12-01,2025Q4,Phoenix,"Boxes, Corrugated"
2025-12-03,44273504,201360065,GERALD,Packing List Envelopes,S-3473,"Side Loading Packing List Envelopes - Clear, 6 x 9"" 1,000/carton",3,306.0,GERALD,2025-12-01,2025Q4,Phoenix,Packing List Envelopes
2025-12-03,44273504,201360065,GERALD,Stretch Wrap,S-642,"Uline Stretch Wrap - Blown, 80 gauge, 18"" x 1,500' 4 rolls/case",12,240.0,GERALD,2025-12-01,2025Q4,Phoenix,Stretch Wrap
2025-12-03,44273504,201360065,GERALD,Stretch Wrap,S-3968,"Uline Stretch Wrap - Cast, 120 gauge, 18"" x 1,000' 4 rolls/case",12,288.0,GERALD,2025-12-01,2025Q4,Phoenix,Stretch Wrap
2025-12-03,44273504,201360065,GERALD,Bubble Cushioning,S-8278P,"Economy Bubble Roll - 16"" x 375', 5/16"", Perforated 3 rolls/bundle",3,153.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-03,44273504,201360065,GERALD,Gloves,S-23323-L,Uline Dyneema&reg; Diamond Cut Resistant Gloves - Large,3,42.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-03,44273504,201360065,GERALD,Barcode Labels and Printers,S-6802,"Desktop Direct Thermal Labels - 4 x 6"" 250/roll",12,120.0,GERALD,2025-12-01,2025Q4,Phoenix,Barcode Labels and Printers
2025-12-03,44273504,201360065,GERALD,Barcode Labels and Printers,S-6264,"Industrial Direct Thermal Labels - 4 x 6"" 1,000/roll",4,132.0,GERALD,2025-12-01,2025Q4,Phoenix,Barcode Labels and Printers
2025-12-03,44273504,201360065,GERALD,Warehouse Equipment / Supplies,H-2755BLU,Uline Folding Knife - Blue,6,49.5,GERALD,2025-12-01,2025Q4,Phoenix,Warehouse Equipment / Supplies
2025-12-03,44273504,201360065,GERALD,Free Offers,S-21433R,Utility Wagon - Red,1,0.0,GERALD,2025-12-01,2025Q4,Phoenix,Other
2025-12-03,43353725,201336532,JONATHAN,"Boxes, Corrugated",S-16769,"44 x 12 x 12"" Long Corrugated Boxes 15/bundle",90,416.7,JONATHAN,2025-12-01,2025Q4,Atlanta,"Boxes, Corrugated"
2025-12-03,43353725,201336532,JONATHAN,"Boxes, Corrugated",S-4040,"4 x 4 x 4"" Corrugated Boxes 25/bundle",100,32.0,JONATHAN,2025-12-01,2025Q4,Atlanta,"Boxes, Corrugated"
2025-12-03,43353725,201336532,JONATHAN,Packing List Envelopes,S-2328,"""Invoice Enclosed"" Banner Envelopes - Red, 4 1/2 x 6"" 1,000/carton",6,246.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Packing List Envelopes
2025-12-03,43353725,201336532,JONATHAN,Packing List Envelopes,S-3473,"Side Loading Packing List Envelopes - Clear, 6 x 9"" 1,000/carton",6,582.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Packing List Envelopes
2025-12-03,43353725,201336532,JONATHAN,Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,6,114.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Janitorial Supplies
2025-12-03,43353725,201336532,JONATHAN,Markers / Stencils,S-12700BL,"Uline Pallet Markers - Chisel-Tip, Black",12,13.8,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-03,43353725,201336532,JONATHAN,Markers / Stencils,S-22749BL,"Uline Easy Glide Gel Pen - Medium Tip, Black",12,10.8,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-03,43353725,201336532,JONATHAN,Food Service and Packaging,S-18484,Folgers&reg; Classic Roast Filter Packs - Regular 40 packets/box,2,88.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-03,43353725,201336532,JONATHAN,Food Service and Packaging,S-20092,Coffee-Mate&reg; French Vanilla Creamer,6,45.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-03,43353725,201336532,JONATHAN,Food Service and Packaging,S-21355,N'Joy Sugar - 20 oz 3/box,2,22.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-03,43353725,201336532,JONATHAN,Free Offers,S-20987,SwissGear&reg; Laptop Backpack,1,0.0,JONATHAN,2025-12-01,2025Q4,Atlanta,Other
2025-12-03,43150177,201318191,DELL,Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,3,57.0,DELL,2025-12-01,2025Q4,Flowood,Janitorial Supplies
2025-12-03,43150177,201318191,DELL,Stretch Wrap,S-3968,"Uline Stretch Wrap - Cast, 120 gauge, 18"" x 1,000' 4 rolls/case",8,192.0,DELL,2025-12-01,2025Q4,Flowood,Stretch Wrap
2025-12-03,43150177,201318191,DELL,Food Service and Packaging,S-25098,Single-Serve Cappuccino Cups - French Vanilla 24/box,4,68.0,DELL,2025-12-01,2025Q4,Flowood,Other
2025-12-03,43150177,201318191,DELL,Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",72,138.24,DELL,2025-12-01,2025Q4,Flowood,Tape
2025-12-03,43150177,201318191,DELL,Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,DELL,2025-12-01,2025Q4,Flowood,Tape
2025-12-03,43150177,201318191,DELL,Packing List Envelopes,S-7815,"American Flag Packing List Envelopes - 4 1/2 x 5 1/2"" 1,000/carton",2,60.0,DELL,2025-12-01,2025Q4,Flowood,Packing List Envelopes
2025-12-03,43150177,201318191,DELL,"Boxes, Corrugated",S-4606,"10 x 10 x 48"" Tall Corrugated Boxes 20/bundle",240,1020.0,DELL,2025-12-01,2025Q4,Flowood,"Boxes, Corrugated"
2025-11-26,42822046,201108177,WHS600JOSE',Barcode Labels and Printers,S-6802,"Desktop Direct Thermal Labels - 4 x 6"" 250/roll",36,360.0,JOSE,2025-11-01,2025Q4,Orlando,Barcode Labels and Printers
2025-11-26,42822046,201108177,WHS600JOSE',Stretch Wrap,S-8145S,"Uline Machine Length Stretch Film Skid Lot - Blown, 70 gauge, 20'' x   6,000' 32 rolls/skid",32,2368.0,JOSE,2025-11-01,2025Q4,Orlando,Stretch Wrap
2025-11-26,42822046,201108177,WHS600JOSE',Bubble Cushioning,S-3927P,"Economy Bubble Roll - 12"" x 750', 3/16"", Perforated 4 rolls/bundle",4,196.0,JOSE,2025-11-01,2025Q4,Orlando,Other
2025-11-26,42822046,201108177,WHS600JOSE',"Cushioning, Peanuts and Foam",S-3575,"30 lb Kraft Paper Roll - 24"" x 1,200'",3,102.0,JOSE,2025-11-01,2025Q4,Orlando,Other
2025-11-26,42822046,201108177,WHS600JOSE',Stretch Wrap,S-6671,"Uline Stretch Wrap Skid Lot - Cast, 70 gauge, 18"" x 1,500' 96   rolls/skid",96,1675.2,JOSE,2025-11-01,2025Q4,Orlando,Stretch Wrap
